verse,source_text,target_text
GEN 1:14-15,"and god says, let luminaries be in the expanse of the heavens, to make a separation between the day and the night, then they have been for signs, and for appointed times, and for days and years, and they have been for luminaries in the expanse of the heavens to give light on the earth: and it is so.","hèia ama lamatua lii hari, aku nèngu na, re bèka dedha, hud'i abhu ku mèdha dhu saraa, ho pasaraa rai-haha ne. hud'i abhu mèdha dhu pasaraa re mèu, aa abhu kahèi dhu pasaraa re mèda. rèngu aa'i-aa'i se, j'aj'i tadha, ho sèna ka bisa ige lod'o, hèru, dènge tèu. ropa padhai lii nare sèmi ne'e, mèdha dhu heo aa'i-aa'i ra j'aj'i dènge ka."
GEN 1:16,"and god makes the two great luminaries, the great luminary for the rule of the day, and the small luminary-and the stars-for the rule of the night;","ka na tao ka mèdha kapai dua dhu pasaraa rai-haha. dhu kapai risi, pasaraa re mèu; aa dhu ako ana iiki, pasaraa re mèda. aa na tao hua-hètu kahèi."
GEN 1:17,"and god gives them in the expanse of the heavens to give light on the earth,","na tèke mèdha dhu saraa sèra ètu dedha-liru, sèna ka loti mai asa rai-haha."
GEN 1:18,"and to rule over day and over night, and to make a separation between the light and the darkness; and god sees that it is good;","ka mèdha se, pasaraa ka re mèu, aa pasaraa re mèda. dènge j'ara ne'e, na hag'e eele saraa nèti maroga. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a."
GEN 1:19,"and there is an evening, and there is a morning-the fourth day.","ne'e ne, lod'o ka èpa kèna."
GEN 1:20,"and god says, let the waters teem with the teeming living creature, and let the bird fly above the earth on the face of the expanse of the heavens.","hèia ama lamatua padhai lii hari, peka na, hud'i abhu ku ae-ae dhu mamuri ètu d'ara èi. dènge hud'i abhu ku rupa-rupa manu-bhui dhu lela ètu dedha rai-haha ne."
GEN 1:21,"and god creates the great dragons, and every living creature that is creeping, which the waters have teemed with, after their kind, and every bird with wing, after its kind, and god sees that it is good.","ka na tao ka i'a aa'i-aa'i dènge badha kapai dhu mamuri ètu d'ara èi. na paj'aj'i kahèi manu-bhui aa'i-aa'i. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a."
GEN 1:22,"and god blesses them, saying, be fruitful, and multiply, and fill the waters in the seas, and let the bird multiply in the earth:","ka na padhai lii ho sèna ka hia berkat mi aa'i-aa'i dhu mamuri, peka na, i'a se, hud'i laa bèba-kacanga sèna ka papènu èi ètu mia-mia. aa manu-bhui, asa tabha kahèi."
GEN 1:23,"and there is an evening, and there is a morning-the fifth day.","ne'e ne, lod'o ka lèmi kèna."
GEN 1:24-25,"and god says, let the earth bring forth the living creature after its kind, livestock and creeping thing, and beast of the earth after its kind: and it is so. and god makes the beast of the earth after its kind, and the livestock after their kind, and every creeping thing of the ground after its kind, and god sees that it is good.","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a."
GEN 1:26,"and god says, let us make man in our image, according to our likeness, and let them rule over the fish of the sea, and over the bird of the heavens, and over livestock, and over all the earth, and over every creeping thing that is creeping on the earth.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne."
GEN 1:27,"and god creates the man in his image; in the image of god he created him, a male and a female he created them.","hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni."
GEN 1:28,"and god blesses them, and god says to them, be fruitful, and multiply, and fill the earth, and subdue it, and rule over the fish of the sea, and over the bird of the heavens, and over every living thing that is creeping on the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne."
GEN 1:29,"and god says, behold, i have given to you every herb sowing seed, which is on the face of all the earth, and every tree in which is the fruit of a tree sowing seed, to you it is for food;","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru."
GEN 1:30,"and to every beast of the earth, and to every bird of the heavens, and to every creeping thing on the earth, in which is breath of life, every green herb is for food: and it is so.","ja'a hia rupa-rupa ana aaj'u kahèi sèna ka j'aj'i nganga'a badha. nganga'a hia badha-manu dhu ani, badha hui, badha dhu rod'o, dènge manu-bhui. ropa padhai lii nare sèmi ne'e, nganga'a badha sèra aa'i-aa'i ra j'aj'i dènge ka."
GEN 1:31,"and god sees all that he has done, and behold, it is very good; and there is an evening, and there is a morning-the sixth day.","ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a. ne'e ne, lod'o ka èna kèna."
GEN 2:1,"and the heavens and the earth are completed, and all their host;","dènge j'ara sèmi èèna ka, ama lamatua paj'aj'i dedha-liru, rai-haha, dènge isi ra aa'i-aa'i."
GEN 2:2,"and god completes by the seventh day his work which he has made, and ceases by the seventh day from all his work which he has made.","ropa na sab'a èle, asa bèli èèna, lèke dènge lod'o ka pidhu. hèia na ae nèti sasab'a-la'a na."
GEN 2:3,"and god blesses the seventh day, and sanctifies it, for in it he has ceased from all his work which god had created for making.","dènge j'ara ne'e, na tao lod'o ka pidhu ne, lod'o dhu kapai risi nèti lod'o dhu leo sèra. na tao sèmi èèna, lula na pa'èle aa'i le sasab'a na, ka ètu d'ara lod'o ka pidhu na, na ae."
GEN 2:4,"these are the generations of the heavens and of the earth in their being created, in the day of yhwh god's making the earth and the heavens;","d'ai sange ne'e ka, lii lolo ama lamatua paj'aj'i dedha-liru dènge rai-haha ne. lod'o ama lamatua heka paj'aj'i dedha-liru dènge rai-haha èèna,"
GEN 2:5-6,"and no shrub of the field is yet in the earth, and no herb of the field yet sprouts, for yhwh god has not rained on the earth, and there is not a man to serve the ground, and a mist goes up from the earth, and has watered the whole face of the ground.","dhae abhu mèka ana aaj'u, lula na papuru mèka èj'i. taa èèna, dhoka sèb'u èi di, mai nèti d'ara rai ho pabasa rai re dedha. aa abhu mèka dhèu rai-haha dhu tao oka-tedhe."
GEN 2:7,"and yhwh god forms the man-dust from the ground, and breathes into his nostrils breath of life, and the man becomes a living creature.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka."
GEN 2:8,"and yhwh god plants a garden in eden, at the east, and he sets there the man whom he has formed;","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na."
GEN 2:9,"and yhwh god causes to sprout from the ground every tree desirable for appearance, and good for food, and the tree of life in the midst of the garden, and the tree of the knowledge of good and evil.","ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe."
GEN 2:10,"and a river is going out from eden to water the garden, and from there it is parted, and has become four chief rivers;","ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga."
GEN 2:11,"the name of the first is pison, it is that which is surrounding the whole land of havilah where the gold is,","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae."
GEN 2:12,and the gold of that land is good; the bdellium and the shoham stone are there;,"ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e."
GEN 2:13,"and the name of the second river is gihon, it is that which is surrounding the whole land of cush;","kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus."
GEN 2:14,"and the name of the third river is hiddekel, it is that which is going east of asshur; and the fourth river is the euphrates.","kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat."
GEN 2:15,"and yhwh god takes the man, and causes him to rest in the garden of eden, to serve it and to keep it.","ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna."
GEN 2:16,"and yhwh god lays a charge on the man, saying, from every tree of the garden eating you eat;","hèia na hia paredha mi dhèu ne, aku nèngu na, hua aaj'u aa'i-aa'i ètu d'ara oka ne, èu bisa mu'a."
GEN 2:17,"but from the tree of the knowledge of good and evil, you do not eat from it, for in the day of your eating from it-dying you die.","te ngaa èci dhu èu bisa boe mu'a. nuka hua nèti aj'u dhu ne'a hag'e mia dhu be'a, aa mia dhu karehe. ladhe mu'a, èu madhe dènge."
GEN 2:18,"and yhwh god says, it is not good for the man to be alone; i make him a helper as his counterpart.","ka ama lamatua tuhu haru lii na, aku nèngu na, babe'a na aad'o, ladhe dhèu ne mamuri mesa na. de ja'a neo paj'aj'i hia ne, anga ca dhèu dhu pamèci dènge ne."
GEN 2:19-20,"and yhwh god forms from the ground every beast of the field, and every bird of the heavens, and brings them to the man, to see what he calls it; and whatever the man calls a living creature, that is its name. and the man calls names to all the livestock, and to bird of the heavens, and to every beast of the field; but for man a helper has not been found as his counterpart.","lod'o èèna, ama lamatua nare rai ciki, ka na tao rupa-rupa badha dènge manu-bhui. hèia na pangèd'u si asa dhèu ne, sèna ka na pangare si. ka dhèu ne pangare badha se dènge manu-bhui aa'i-aa'i ra, èci-èci ka dènge ngara ra. te ngaa dhèu ne abhu mèka anga dhu pamèci dènge nèngu."
GEN 2:21,"and yhwh god causes a deep sleep to fall on the man, and he sleeps, and he takes one of his ribs, and closes up flesh in its stead.","hèia ama lamatua pabhèj'i luu dhèu ne'e. ropa na bhèj'i, ama lamatua nare rui karasa na calaa, ka na pakateme hari nu'a deo na."
GEN 2:22,"and yhwh god builds up the rib which he has taken out of the man into a woman, and brings her to the man;","nèti rui ne, na paj'aj'i bhèni ca dhèu. hèia na pangèd'u bhèni ne mi dhèu èèna."
GEN 2:23,"and the man says, this at last! bone of my bone, and flesh of my flesh! for this is called woman, for this has been taken from man;","ropa ladhe nèdhi bhèni ne, ka dhèu na peka, aku nèngu na, waaa! ne'e ne ku! sèmi ne'e ku, heka pamèci dènge ja'a kèna! rui na, sama èci èèna ka dènge rui ja'a. aa isi na, sama kahèi dènge isi ja'a. lula nèngu ne, j'aj'i nèti dhèu mone, nèti èèna ka ja'a pangare ne, ‘dhèu bhèni'."
GEN 2:24,"therefore a man leaves his father and his mother, and has cleaved to his wife, and they have become one flesh.","nèti èèna ka, dhèu mone hud'i tèke eele ku ina-ama na, ho la'e mamuri d'ara èci dènge dhèu èmu-kamali na, lula dua ra, j'aj'i le èci."
GEN 2:25,"and both of them are naked, the man and his wife, and they are not ashamed of themselves.","lod'o èèna, dua ra dhu dènge boe mèdha-papake, te ngaa ra makae boe."
GEN 3:1,"and the serpent has been cunning above every beast of the field which yhwh god has made, and he says to the woman, is it true that god has said, you do not eat from every tree of the garden?","nèti badha aa'i-aa'i dhu ama lamatua paj'aj'i ètu rai-haha ne, mege ka dhu mèu risi kapod'e-kabèli. ca lod'o, mege karèi bhèni na, aku nèngu na, tare'a, do? ama lamatua kai miu baku mi'a hua aaj'u aa'i-aa'i ètu d'ara oka ne'e."
GEN 3:2-3,"and the woman says to the serpent, from the fruit of the trees of the garden we eat, but from the fruit of the tree which is in the midst of the garden, god has said, you do not eat of it, nor touch it, lest you die.","ka bhèni na b'ala, aad'o! ji'i bisa nga'a! dhodhoka aj'u ca kapua ètu talora oka ne, ama lamatua kai, baku nga'a hua na. na peka na, ji'i baku nga'a, aa baku g'ag'e hua èèna kahèi, te aad'o na, ji'i madhe!"
GEN 3:4,"and the serpent says to the woman, dying, you do not die,","te ngaa mege na dhaa, aku nèngu na, waa! sèmi boe èèna! miu se madhe boe!"
GEN 3:5,"for god knows that in the day of your eating of it-your eyes have been opened, and you have been as god, knowing good and evil.","ama lamatua mema kai tare'a sèmi èèna, lula dhu ne'a le, ladhe mi'e hua aaj'u èèna, miu j'aj'i d'èlu-mèu sèmi nèngu. ho èèna na me'a mia dhu be'a, aa mia dhu karehe."
GEN 3:6,"and the woman sees that the tree is good for food, and that it is pleasant to the eyes, and the tree is desirable to make one wise, and she takes from its fruit and eats, and also gives some to her husband with her, and he eats;","aa bhèni ne ladhe na aj'u ne be'a titu kèna, dènge hua na ele boe kee. na ngee, ladhe ja'a ku'a hua aj'u ne'e, ja'a d'èlu-mèu. hèia puu nare ka hua aj'u èèna, ka na'e. na'e nare, nèti hia dhèu èmu na, ka na'a kahèi."
GEN 3:7,"and the eyes of them both are opened, and they know that they are naked, and they sew fig-leaves, and make girdles for themselves.","ra'a rare ka, heka re'a na rèngu dhu pake boe mèdha dhu hutu ua rèngu. nèti èèna ka, ra lui rèu aj'u ho pa'abhe era makae rèngu."
GEN 3:8,"and they hear the sound of yhwh god walking up and down in the garden at the breeze of the day, and the man and his wife hide themselves from the face of yhwh god in the midst of the trees of the garden.","d'ai lod'o nihia, dua ra tadèngi lii core haga ama lamatua ètu d'ara oka èèna. ka dua ra rai lasi lu'u asa ca bèka aj'u, sèna ka lamatua baku nèdhi si."
GEN 3:9,"and yhwh god calls to the man and says to him, where are you?","te ngaa ama lamatua paroa mi dhèu mone èèna, aku nèngu na, adam! èu ètu mia?"
GEN 3:10,"and he says, i have heard your sound in the garden, and i am afraid, for i am naked, and i hide myself.","hèia mone na dhaa, ja'a tadèngi lii lamatua ètu ne'e. te ngaa ja'a makae, lula ja'a pake boe mèdha ètu ua. nèti èèna ka, ja'a rai pahuni iisi."
GEN 3:11,"and he says, who has declared to you that you are naked? have you eaten from the tree of which i have commanded you not to eat?","ka lamatua peka na, cee ka dhu peka, na èu dhu pake boe mèdha-papake? de tasamia? tatu èu mu'a le hua aj'u dhu ja'a kai na, sina ma?"
GEN 3:12,"and the man says, the woman whom you placed with me-she has given to me from the tree, and i eat.","ka na b'ala, peka na, bhèni dhu èu hia ho pa'anga dènge ja'a èèna, ka dhu hia ja'a ku'a!"
GEN 3:13,"and yhwh god says to the woman, what is this you have done? and the woman says, the serpent has caused me to forget, and i eat.","hèia ama lamatua peka dènge bhèni na, aku nèngu na, nga tao ka, èu ad'u madha j'ara èèna? ka bhèni ne dhaa, peka na, te mege ne ka dhu ag'o ja'a! nèti èèna ka, ja'a ku'a."
GEN 3:14,"and yhwh god says to the serpent, because you have done this, cursed are you above all the livestock, and above every beast of the field: on your belly you go, and dust you eat, for all days of your life;","èle èèna ka, ama lamatua dhoo mege èèna, aku nèngu na, ja'a huku èu, lula tatao èu. nèti badha aa'i-aa'i, dhoka èu di dhu abhu huku sèmi ne'e. mulai nèti deo ne'e toke èu madhe, èu dhoka rod'o dènge kakara, aa mu'a ètu rai di."
GEN 3:15,"and i put enmity between you and the woman, and between your seed and her seed; he bruises your head, and you bruise his heel.","ja'a tao sèna ka, èu loe boe pamusu dènge bhèni ne. aa ana-èpu miu dua mi sèmi èèna kahèi. ana-èpu èu, èèna na kadhi hui tèdhu dhèu. te ngaa ca dhèu nèti ana-èpu bhèni ne, èèna na dhedhe palaho kètu èu."
GEN 3:16,"to the woman he said, multiplying i multiply your sorrow and your conception; you will bear children in sorrow, and your desire is toward your man or husband, and he or he will rule over you.","èle èèna ka, ama lamatua peka dènge bhèni ne, èèna na, ja'a pasusa tabha èu, ropa èu dènge babia; lod'o mora iisi, èu asa tabha j'èra. masi ka sèmi èèna, d'ara èu d'èi taruu dhèu èmu èu, aa nèngu ka dhu ator èu."
GEN 3:17,"and to the man he said, because you have listened to the voice of your wife, and eat from the tree concerning which i have charged you, saying, you do not eat of it, cursed is the ground on your account; in sorrow you eat of it for all days of your life,","ka ama lamatua peka dènge mone ne, èu madhutu boe lii paredha ja'a, te ngaa èu nanene dhoka lii dhèu èmu èu di, ka èu mu'a hua aj'u dhu ja'a kai èèna. nèti èèna ka, èu abhu huku kahèi. aa rai lèke huku kahèi. nèti deo ne'e, toke d'ai èu madhe, hud'i èu kabèli rai, heka èu abhu nganga'a kèna. dènge sab'a bia sèmi ne'e ka, èu heka mamuri kèna."
GEN 3:18,"and it brings forth thorn and bramble for you, and you have eaten the herb of the field;","masi ka èu sèle rupa-rupa hini èèna ka, te ngaa dhu muri mai dhodhoka dhudhu-sete di."
GEN 3:19,"by the sweat of your face you eat bread until your return to the ground, for you have been taken out of it, for dust you are, and to dust you return.","hud'i èu èi kabhèsu haa ku, heka rai hia èu nganga'a kèna. èu hud'i sab'a bia sèmi èèna ku, toke d'ai lod'o èu madhe. èu ne, ja'a paj'aj'i nèti rai. de ladhe èu madhe, èu j'aj'i hari rai."
GEN 3:20,"and the man calls his wife's name eve, for she has been mother of all living.","èle èèna ka, adam pangare dhèu èmu na ‘hawa' dhu sasoa na ‘dhu mamuri', te nèngu ka j'aj'i ina nèti dhèu dhu mamuri aa'i-aa'i."
GEN 3:21,"and yhwh god makes coats of skin for the man and his wife, and clothes them.","hèia ama lamatua tao mèdha-papake nèti ka'uri badha, ka papake dua ra."
GEN 3:22,"and yhwh god says, behold, the man was as one of us, as to the knowledge of good and evil; and now, lest he send forth his hand, and has also taken from the tree of life, and eaten, and lived for all time.","ka ama lamatua peka, limuri ne, dhèu re'a le, mia dhu be'a dènge mia dhu karehe, sèmi èdhi kahèi. de mage dhoka, rèngu ra'a hua aj'u dhu èci hari na, dhu hia mamuri taa-taa."
GEN 3:23,yhwh god sends him forth from the garden of eden to serve the ground from which he has been taken;,"èle èèna ka, na babèga eele si nèti d'ara oka eden èèna, ho lasi asa era leo, sèna ka ra mamuri dènge sab'e oka-tedhe. lula dhèu j'aj'i nèti rai, de mamuri kahèi nèti rai."
GEN 3:24,"indeed, he casts out the man, and causes the cherubim to dwell at the east of the garden of eden with the sword of flame whirling around to guard the way of the tree of life.","babège nare si, ka lamatua paredha ana pajuu na nèti sorga, dhu dènge èla, ho lasi j'aga oka èèna re ca bèka dhimu. rèngu dènge samala dhu heo ha'a-ha'a, dhu seru la'e-mai. lamatua pua si bèdho eele j'ara la'e sa d'ara, te nèngu d'èi boe dhèu puu rare hua aj'u dhu hia ra mamuri taa-taa èèna."
GEN 4:1,"and the man knew his wife eve, and she conceives and bears cain, and says, i have acquired a man by yhwh;","hèia adam j'unu dènge dhèu èmu na, hawa. ka bhèni ne dènge babia. hèia nara iisi ana mone ca dhèu. ka na peka, aku nèngu na, ja'a abhu le ana mone ca dhèu, lula ama lamatua soru nare le ja'a. ka na pangare ana ne, kaen dhu sasoa na ‘abhu'."
GEN 4:2,"and she adds to bear his brother, even abel. and abel is feeding a flock, and cain has been servant of the ground.","hèia hawa nara iisi hari ana mone èci. ka na pangare ne habel. dua ra kapai ka, habel j'aj'i dhèu madhenge badha. aa a'a na kaen, sab'a oka-tedhe."
GEN 4:3,and it comes to pass at the end of days that cain brings from the fruit of the ground a present to yhwh;,"ca lod'o, kaen nèti isi rai na cahag'e, ka hia lamatua."
GEN 4:4,"and abel, he has brought, he also, from the female firstlings of his flock, and from their fat ones; and yhwh looks to abel and to his present,","habel nèti ana-ana uuru kahib'i-kalèbho na. na roro kahib'i-kalèbho se, ka nèti sisi dhu be'a hia lamatua. d'ara ama lamatua karej'e ropa ladhe nèdhi korban nèti habel ne."
GEN 4:5,"and to cain and to his present he has not looked; and it is very displeasing to cain, and his countenance is fallen.","te ngaa na d'èi boe korban unu kaen. hèia kaen nasa bia, ka rèhu na mare boe."
GEN 4:6,"and yhwh says to cain, why do you have displeasure? and why has your countenance fallen?","ka lamatua lii dènge kaen, aku nèngu na, kaen! nga tao ka èu nasa sèmi èèna, ka rèhu èu mare boe?"
GEN 4:7,"is there not, if you do well, acceptance? and if you do not do well, sin or a sin-offering is lying at the opening, and its or his desire is for you, and you rule over it or by him.","ladhe tatao èu be'a, na ja'a sèmi èu dènge hua iia. de mu pangee uuru ku! ladhe èu tao bhelu, na bhabhelu èèna na'e hari èu, sama sèmi meo neo pacèli maraho. de sèmi èu neo tao bhabhelu, be'a risi core eele ka!"
GEN 4:8,"and cain says to his brother abel, let us go into the field; and it comes to pass in their being in the field, that cain rises up against his brother abel, and slays him.","ca tèka, kaen gale habel, na peka na, mai lati ngad'o oka, we. ropa dua ra d'ai d'ara oka, kaen kalabhe pamadhe ari na."
GEN 4:9,"and yhwh says to cain, where is your brother abel? and he says, i have not known; am i my brother's keeper?","ka lamatua karèi kaen, aku nèngu na, kaen! ari mu ka mia? hèia kaen dhaa, aku nèngu na, ja'a ke'a boe na ètu mia! èu ngee na, ja'a dhèu kèpe haga na, do?"
GEN 4:10,"and he says, what have you done? the voice of your brother's blood is crying to me from the ground;","ka lamatua b'ala, nga tao ka èu bhelu sèmi èèna? baku pangee na, èu pahuni more le raa ari èu ètu d'ara rai, te ja'a dhu kèdhi aa'i-aa'i le!"
GEN 4:11,"and now, cursed are you from the ground, which has opened her mouth to receive the blood of your brother from your hand;","de lii dhoo lèke le mi dedha èu. lod'o èu pamadhe ari èu, rai sakid'o nare raa na. de limuri ne, rai bisa heka nèti mamuri mi èu."
GEN 4:12,"when you till the ground, it will not add to give its strength to you-a wanderer, even a trembling one, you are in the earth.","de ladhe èu sab'a oka-tedhe, rai ne hia heka èu ngaa-ngaa. nèti deo ne'e, èu lu'u sa haa-sa dhimu, sèmi dhèu dhu dènge boe era paleo-palu'u."
GEN 4:13,"and cain says to yhwh, my punishment is too great than to bear;","te ngaa kaen b'ala lamatua, aku nèngu na, haii! ama lamatua, ee! lamatua dhoo ja'a bia titu kèna, de ja'a pasae mèke boe nga."
GEN 4:14,"behold, you have driven me today from off the face of the ground, and from your face i am hid; and i have been a wanderer, even a trembling one, in the earth, and it has been-everyone finding me will slay me.","lula lamatua bège eele ja'a nèti era ne'e, ja'a kaj'èu nèti ama lamatua. ja'a kako lole-laa asa mia-mia. de ladhe paraga dènge dhèu, èèna na ra pamadhe ja'a."
GEN 4:15,"and yhwh says to him, therefore, of any slayer of cain it is required sevenfold; and yhwh sets to cain a token that none finding him will slay him.","te ngaa lamatua dhaa na, aad'o sèmi èèna! dhèu cee dhu pamadhe èu, èèna na ja'a huku ne, babia na pidhu hari risi nèti èu. hèia lamatua tao tadha mi kaen, sèna ka dhèu re'a ho baku pamadhe ne."
GEN 4:16,"and cain goes out from before yhwh, and dwells in the land, moving about east of eden;","hèia kaen tèke eele dènge era èèna. la'e pakaj'èu nèti lamatua, asa era èci, ètu bèka dhimu oka eden. era ne'e, ngara na nod dhu sasoa na, ‘lole-laa'. ka na pea ètu era èèna."
GEN 4:17,"and cain knows his wife, and she conceives, and bears enoch; and he is building a city, and he calls the name of the city, according to the name of his son-enoch.","hèia kaen leo-èmu, ka dhèu èmu na dènge babia. ka nara iisi ana mone ca dhèu, dhu pangare na henok. hèia kaen patitu rae cue, ngara na henok, madhutu ngara ana na."
GEN 4:18,and born to enoch is irad; and irad has begotten mehujael; and mehujael has begotten methusael; and methusael has begotten lamech.,"ka henok matana irad. hèia irad matana mehuyael. mehuyael matana metusael. aa ana metusael, lamek."
GEN 4:19,"and lamech takes to himself two wives, the name of the first adah, and the name of the second zillah.","dhèu èmu lamek, dhèu dua. èci ngara na ada, aa ca dhèu hari, ngara na sila."
GEN 4:20,"and adah bears jabal, he has been father of those inhabiting tents and having purchased livestock;","ana ada, ngara na yabal. ana-èpu na, j'aj'i dhèu piara badha. mamuri ra ètu boe ca era, aa ra pea dhoka ètu d'ara paleo di."
GEN 4:21,"and the name of his brother is jubal, he has been father of everyone handling harp and pipe.","ari yabal, ngara na yubal. ana-èpu yubal, j'aj'i dhèu gai sasadhu, dènge tiu sakino."
GEN 4:22,"and zillah, she also bears tubal-cain, an instructor of every craftsman in bronze and iron; and a sister of tubal-cain is naamah.","dhèu èmu lamek èci hari, sila, nara iisi tubal kaen. ana-èpu na j'aj'i tuka bèsi, ka ra tuku mèdha ae-ae tao nèti bèsi, dènge tabaga. ana hèni tubal kaen, ngara na na'ama."
